oid,name,id
1.3.6.1.4.1.32898.1.4.2.11,PV1-4,ddccc34663522bf153af2fe889029757
1.3.6.1.4.1.32898.1.4.2.12,DG1-6,40b4547dda6b5dd83a671573b5865dea
1.3.6.1.4.1.32898.1.4.2.12,IN1,c58a44c8be8ee4a1e1b320ff572fd391
1.3.6.1.4.1.32898.1.4.2.12,IN1-17,3c598df962ebadd11be6a45d6a9b63cd
1.3.6.1.4.1.32898.1.4.2.12,PID-10,f5d306771ee5327321a1e580ab27ce39
1.3.6.1.4.1.32898.1.4.2.12,PID-22,cfe1bbe51cd4e94ecd8a4d29406312d1
1.3.6.1.4.1.32898.1.4.2.12,PID-30,f0273320c4bbfe33f73f3b3d306e2bf0
1.3.6.1.4.1.32898.1.4.2.12,PID-8,7a3f3afe3a8b2bcffe524712ebb912e9
1.3.6.1.4.1.32898.1.4.2.12,PV1-10,7b52c698f9b33708fb667fc714d2285a
1.3.6.1.4.1.32898.1.4.2.12,PV1-14,fa6d312796d362859bf9270cfe7804a8
1.3.6.1.4.1.32898.1.4.2.12,PV1-18,f70f20e384f2e213c22e2ef07ac47c77
1.3.6.1.4.1.32898.1.4.2.12,PV1-2,8fa3069517639d52d47b9235688c3a7d
1.3.6.1.4.1.32898.1.4.2.12,PV1-36,4bff1c8aea5ae014f2db29d359e12890
1.3.6.1.4.1.32898.1.4.2.12,PV1-4,ddccc34663522bf153af2fe889029757
1.3.6.1.4.1.32898.1.4.2.13,DG1-6,40b4547dda6b5dd83a671573b5865dea
1.3.6.1.4.1.32898.1.4.2.13,IN1,c58a44c8be8ee4a1e1b320ff572fd391
1.3.6.1.4.1.32898.1.4.2.13,IN1-17,3c598df962ebadd11be6a45d6a9b63cd
1.3.6.1.4.1.32898.1.4.2.13,PID-10,f5d306771ee5327321a1e580ab27ce39
1.3.6.1.4.1.32898.1.4.2.13,PID-22,cfe1bbe51cd4e94ecd8a4d29406312d1
1.3.6.1.4.1.32898.1.4.2.13,PID-30,f0273320c4bbfe33f73f3b3d306e2bf0
1.3.6.1.4.1.32898.1.4.2.13,PID-8,7a3f3afe3a8b2bcffe524712ebb912e9
1.3.6.1.4.1.32898.1.4.2.13,PV1-10,7b52c698f9b33708fb667fc714d2285a
1.3.6.1.4.1.32898.1.4.2.13,PV1-14,fa6d312796d362859bf9270cfe7804a8
1.3.6.1.4.1.32898.1.4.2.13,PV1-18,f70f20e384f2e213c22e2ef07ac47c77
1.3.6.1.4.1.32898.1.4.2.13,PV1-2,8fa3069517639d52d47b9235688c3a7d
1.3.6.1.4.1.32898.1.4.2.13,PV1-36,4bff1c8aea5ae014f2db29d359e12890
1.3.6.1.4.1.32898.1.4.2.13,PV1-4,ddccc34663522bf153af2fe889029757
1.3.6.1.4.1.32898.1.4.2.14,DG1-6,40b4547dda6b5dd83a671573b5865dea
1.3.6.1.4.1.32898.1.4.2.14,IN1,c58a44c8be8ee4a1e1b320ff572fd391
1.3.6.1.4.1.32898.1.4.2.14,IN1-17,3c598df962ebadd11be6a45d6a9b63cd
1.3.6.1.4.1.32898.1.4.2.14,PID-10,f5d306771ee5327321a1e580ab27ce39
1.3.6.1.4.1.32898.1.4.2.14,PID-22,cfe1bbe51cd4e94ecd8a4d29406312d1
1.3.6.1.4.1.32898.1.4.2.14,PID-30,f0273320c4bbfe33f73f3b3d306e2bf0
1.3.6.1.4.1.32898.1.4.2.14,PID-8,7a3f3afe3a8b2bcffe524712ebb912e9
1.3.6.1.4.1.32898.1.4.2.14,PV1-10,7b52c698f9b33708fb667fc714d2285a
1.3.6.1.4.1.32898.1.4.2.14,PV1-14,fa6d312796d362859bf9270cfe7804a8
1.3.6.1.4.1.32898.1.4.2.14,PV1-18,f70f20e384f2e213c22e2ef07ac47c77
1.3.6.1.4.1.32898.1.4.2.14,PV1-2,8fa3069517639d52d47b9235688c3a7d
1.3.6.1.4.1.32898.1.4.2.14,PV1-36,4bff1c8aea5ae014f2db29d359e12890
1.3.6.1.4.1.32898.1.4.2.14,PV1-4,ddccc34663522bf153af2fe889029757
1.3.6.1.4.1.32898.1.4.2.20,DG1-6,40b4547dda6b5dd83a671573b5865dea
1.3.6.1.4.1.32898.1.4.2.20,IN1,c58a44c8be8ee4a1e1b320ff572fd391
1.3.6.1.4.1.32898.1.4.2.20,IN1-17,3c598df962ebadd11be6a45d6a9b63cd
1.3.6.1.4.1.32898.1.4.2.20,PID-10,f5d306771ee5327321a1e580ab27ce39
1.3.6.1.4.1.32898.1.4.2.20,PID-22,cfe1bbe51cd4e94ecd8a4d29406312d1
1.3.6.1.4.1.32898.1.4.2.20,PID-30,f0273320c4bbfe33f73f3b3d306e2bf0
1.3.6.1.4.1.32898.1.4.2.20,PID-8,7a3f3afe3a8b2bcffe524712ebb912e9
1.3.6.1.4.1.32898.1.4.2.20,PV1-10,7b52c698f9b33708fb667fc714d2285a
1.3.6.1.4.1.32898.1.4.2.20,PV1-14,fa6d312796d362859bf9270cfe7804a8
1.3.6.1.4.1.32898.1.4.2.20,PV1-18,f70f20e384f2e213c22e2ef07ac47c77
1.3.6.1.4.1.32898.1.4.2.20,PV1-2,8fa3069517639d52d47b9235688c3a7d
1.3.6.1.4.1.32898.1.4.2.20,PV1-36,4bff1c8aea5ae014f2db29d359e12890
1.3.6.1.4.1.32898.1.4.2.20,PV1-4,ddccc34663522bf153af2fe889029757
1.3.6.1.4.1.32898.1.4.2.30,DG1-6,40b4547dda6b5dd83a671573b5865dea
1.3.6.1.4.1.32898.1.4.2.30,IN1,c58a44c8be8ee4a1e1b320ff572fd391
1.3.6.1.4.1.32898.1.4.2.30,IN1-17,3c598df962ebadd11be6a45d6a9b63cd
1.3.6.1.4.1.32898.1.4.2.30,PID-10,f5d306771ee5327321a1e580ab27ce39
1.3.6.1.4.1.32898.1.4.2.30,PID-22,cfe1bbe51cd4e94ecd8a4d29406312d1
1.3.6.1.4.1.32898.1.4.2.30,PID-30,f0273320c4bbfe33f73f3b3d306e2bf0
1.3.6.1.4.1.32898.1.4.2.30,PID-8,7a3f3afe3a8b2bcffe524712ebb912e9
1.3.6.1.4.1.32898.1.4.2.30,PV1-10,7b52c698f9b33708fb667fc714d2285a
1.3.6.1.4.1.32898.1.4.2.30,PV1-14,fa6d312796d362859bf9270cfe7804a8
1.3.6.1.4.1.32898.1.4.2.30,PV1-18,f70f20e384f2e213c22e2ef07ac47c77
1.3.6.1.4.1.32898.1.4.2.30,PV1-2,8fa3069517639d52d47b9235688c3a7d
1.3.6.1.4.1.32898.1.4.2.30,PV1-36,4bff1c8aea5ae014f2db29d359e12890
1.3.6.1.4.1.32898.1.4.2.30,PV1-4,ddccc34663522bf153af2fe889029757
1.3.6.1.4.1.32898.1.4.2.40,DG1-6,40b4547dda6b5dd83a671573b5865dea
1.3.6.1.4.1.32898.1.4.2.40,IN1,c58a44c8be8ee4a1e1b320ff572fd391
1.3.6.1.4.1.32898.1.4.2.40,IN1-17,3c598df962ebadd11be6a45d6a9b63cd
1.3.6.1.4.1.32898.1.4.2.40,PID-10,f5d306771ee5327321a1e580ab27ce39
1.3.6.1.4.1.32898.1.4.2.40,PID-22,cfe1bbe51cd4e94ecd8a4d29406312d1
1.3.6.1.4.1.32898.1.4.2.40,PID-30,f0273320c4bbfe33f73f3b3d306e2bf0
1.3.6.1.4.1.32898.1.4.2.40,PID-8,7a3f3afe3a8b2bcffe524712ebb912e9
1.3.6.1.4.1.32898.1.4.2.40,PV1-10,7b52c698f9b33708fb667fc714d2285a
1.3.6.1.4.1.32898.1.4.2.40,PV1-14,fa6d312796d362859bf9270cfe7804a8
1.3.6.1.4.1.32898.1.4.2.40,PV1-18,f70f20e384f2e213c22e2ef07ac47c77
1.3.6.1.4.1.32898.1.4.2.40,PV1-2,8fa3069517639d52d47b9235688c3a7d
1.3.6.1.4.1.32898.1.4.2.40,PV1-36,4bff1c8aea5ae014f2db29d359e12890
1.3.6.1.4.1.32898.1.4.2.40,PV1-4,ddccc34663522bf153af2fe889029757
1.3.6.1.4.1.32898.1.4.2.50,DG1-6,40b4547dda6b5dd83a671573b5865dea
1.3.6.1.4.1.32898.1.4.2.50,IN1,c58a44c8be8ee4a1e1b320ff572fd391
1.3.6.1.4.1.32898.1.4.2.50,IN1-17,3c598df962ebadd11be6a45d6a9b63cd
1.3.6.1.4.1.32898.1.4.2.50,PID-10,f5d306771ee5327321a1e580ab27ce39
1.3.6.1.4.1.32898.1.4.2.50,PID-22,cfe1bbe51cd4e94ecd8a4d29406312d1
1.3.6.1.4.1.32898.1.4.2.50,PID-30,f0273320c4bbfe33f73f3b3d306e2bf0
1.3.6.1.4.1.32898.1.4.2.50,PID-8,7a3f3afe3a8b2bcffe524712ebb912e9
1.3.6.1.4.1.32898.1.4.2.50,PV1-10,7b52c698f9b33708fb667fc714d2285a
1.3.6.1.4.1.32898.1.4.2.50,PV1-14,fa6d312796d362859bf9270cfe7804a8
1.3.6.1.4.1.32898.1.4.2.50,PV1-18,f70f20e384f2e213c22e2ef07ac47c77
1.3.6.1.4.1.32898.1.4.2.50,PV1-2,8fa3069517639d52d47b9235688c3a7d
1.3.6.1.4.1.32898.1.4.2.50,PV1-36,4bff1c8aea5ae014f2db29d359e12890
1.3.6.1.4.1.32898.1.4.2.50,PV1-4,ddccc34663522bf153af2fe889029757
1.3.6.1.4.1.32898.1.4.2.60,DG1-6,40b4547dda6b5dd83a671573b5865dea
1.3.6.1.4.1.32898.1.4.2.60,IN1,c58a44c8be8ee4a1e1b320ff572fd391
1.3.6.1.4.1.32898.1.4.2.60,IN1-17,3c598df962ebadd11be6a45d6a9b63cd
1.3.6.1.4.1.32898.1.4.2.60,PID-10,f5d306771ee5327321a1e580ab27ce39
1.3.6.1.4.1.32898.1.4.2.60,PID-22,cfe1bbe51cd4e94ecd8a4d29406312d1
1.3.6.1.4.1.32898.1.4.2.60,PID-30,f0273320c4bbfe33f73f3b3d306e2bf0
1.3.6.1.4.1.32898.1.4.2.60,PID-8,7a3f3afe3a8b2bcffe524712ebb912e9
1.3.6.1.4.1.32898.1.4.2.60,PV1-10,7b52c698f9b33708fb667fc714d2285a
1.3.6.1.4.1.32898.1.4.2.60,PV1-14,fa6d312796d362859bf9270cfe7804a8
1.3.6.1.4.1.32898.1.4.2.60,PV1-18,f70f20e384f2e213c22e2ef07ac47c77
1.3.6.1.4.1.32898.1.4.2.60,PV1-2,8fa3069517639d52d47b9235688c3a7d
1.3.6.1.4.1.32898.1.4.2.60,PV1-36,4bff1c8aea5ae014f2db29d359e12890
1.3.6.1.4.1.32898.1.4.2.60,PV1-4,ddccc34663522bf153af2fe889029757
1.3.6.1.4.1.32898.1.4.2.70,DG1-6,40b4547dda6b5dd83a671573b5865dea
1.3.6.1.4.1.32898.1.4.2.70,IN1,c58a44c8be8ee4a1e1b320ff572fd391
1.3.6.1.4.1.32898.1.4.2.70,IN1-17,3c598df962ebadd11be6a45d6a9b63cd
1.3.6.1.4.1.32898.1.4.2.70,PID-10,f5d306771ee5327321a1e580ab27ce39
1.3.6.1.4.1.32898.1.4.2.70,PID-22,cfe1bbe51cd4e94ecd8a4d29406312d1
1.3.6.1.4.1.32898.1.4.2.70,PID-30,f0273320c4bbfe33f73f3b3d306e2bf0
1.3.6.1.4.1.32898.1.4.2.70,PID-8,7a3f3afe3a8b2bcffe524712ebb912e9
1.3.6.1.4.1.32898.1.4.2.70,PV1-10,7b52c698f9b33708fb667fc714d2285a
1.3.6.1.4.1.32898.1.4.2.70,PV1-14,fa6d312796d362859bf9270cfe7804a8
1.3.6.1.4.1.32898.1.4.2.70,PV1-18,f70f20e384f2e213c22e2ef07ac47c77
1.3.6.1.4.1.32898.1.4.2.70,PV1-2,8fa3069517639d52d47b9235688c3a7d
1.3.6.1.4.1.32898.1.4.2.70,PV1-36,4bff1c8aea5ae014f2db29d359e12890
1.3.6.1.4.1.32898.1.4.2.70,PV1-4,ddccc34663522bf153af2fe889029757
1.3.6.1.4.1.32898.1.4.2.80,DG1-6,40b4547dda6b5dd83a671573b5865dea
1.3.6.1.4.1.32898.1.4.2.80,IN1,c58a44c8be8ee4a1e1b320ff572fd391
1.3.6.1.4.1.32898.1.4.2.80,IN1-17,3c598df962ebadd11be6a45d6a9b63cd
1.3.6.1.4.1.32898.1.4.2.80,PID-10,f5d306771ee5327321a1e580ab27ce39
1.3.6.1.4.1.32898.1.4.2.80,PID-22,cfe1bbe51cd4e94ecd8a4d29406312d1
1.3.6.1.4.1.32898.1.4.2.80,PID-30,f0273320c4bbfe33f73f3b3d306e2bf0
1.3.6.1.4.1.32898.1.4.2.80,PID-8,7a3f3afe3a8b2bcffe524712ebb912e9
1.3.6.1.4.1.32898.1.4.2.80,PV1-10,7b52c698f9b33708fb667fc714d2285a
1.3.6.1.4.1.32898.1.4.2.80,PV1-14,fa6d312796d362859bf9270cfe7804a8
1.3.6.1.4.1.32898.1.4.2.80,PV1-18,f70f20e384f2e213c22e2ef07ac47c77
1.3.6.1.4.1.32898.1.4.2.80,PV1-2,8fa3069517639d52d47b9235688c3a7d
1.3.6.1.4.1.32898.1.4.2.80,PV1-36,4bff1c8aea5ae014f2db29d359e12890
1.3.6.1.4.1.32898.1.4.2.80,PV1-4,ddccc34663522bf153af2fe889029757
1.3.6.1.4.1.32898.1.4.2.90,DG1-6,40b4547dda6b5dd83a671573b5865dea
1.3.6.1.4.1.32898.1.4.2.90,IN1,c58a44c8be8ee4a1e1b320ff572fd391
1.3.6.1.4.1.32898.1.4.2.90,IN1-17,3c598df962ebadd11be6a45d6a9b63cd
1.3.6.1.4.1.32898.1.4.2.90,PID-10,f5d306771ee5327321a1e580ab27ce39
1.3.6.1.4.1.32898.1.4.2.90,PID-22,cfe1bbe51cd4e94ecd8a4d29406312d1
1.3.6.1.4.1.32898.1.4.2.90,PID-30,f0273320c4bbfe33f73f3b3d306e2bf0
1.3.6.1.4.1.32898.1.4.2.90,PID-8,7a3f3afe3a8b2bcffe524712ebb912e9
1.3.6.1.4.1.32898.1.4.2.90,PV1-10,7b52c698f9b33708fb667fc714d2285a
1.3.6.1.4.1.32898.1.4.2.90,PV1-14,fa6d312796d362859bf9270cfe7804a8
1.3.6.1.4.1.32898.1.4.2.90,PV1-18,f70f20e384f2e213c22e2ef07ac47c77
1.3.6.1.4.1.32898.1.4.2.90,PV1-2,8fa3069517639d52d47b9235688c3a7d
1.3.6.1.4.1.32898.1.4.2.90,PV1-36,4bff1c8aea5ae014f2db29d359e12890
1.3.6.1.4.1.32898.1.4.2.90,PV1-4,ddccc34663522bf153af2fe889029757
2.16.840.1.113883.17.159,DG1-6,bb56f3c481b1d5a58c93f17173a77eb6
2.16.840.1.113883.17.159,IN1,aa9968a70765a50ba84bc72c2c66378e
2.16.840.1.113883.17.159,IN1-17,f64bfc2913b39838f3cc118a987fe04a
2.16.840.1.113883.17.159,PID-10,548528c9064d68ab7b58cb334a07b9c6
2.16.840.1.113883.17.159,PID-22,dc4562f8104ab0cc8016997d8ad801b3
2.16.840.1.113883.17.159,PID-30,31ab8698d2f874c4f53adb5213067d83
2.16.840.1.113883.17.159,PID-8,c5044709dc2cf37cd2b247c31314c901
2.16.840.1.113883.17.159,PV1-10,acfaf18756d483adb154ba93c0c3598c
2.16.840.1.113883.17.159,PV1-14,b403bb685e3a4eaae663bcb3d6b0f42e
2.16.840.1.113883.17.159,PV1-18,0a0500366c8fd6bf58bb2f3a5100c709
2.16.840.1.113883.17.159,PV1-2,8e6230725faaaef5b8984ecf7fca50cf
2.16.840.1.113883.17.159,PV1-36,cc54a0cf3464838ea5f5f4eb615e40fa
2.16.840.1.113883.17.159,PV1-4,202cc10e2f48ee3aae0d8c4a1bfaeda0
2.16.840.1.113883.17.160,DG1-6,bb56f3c481b1d5a58c93f17173a77eb6
2.16.840.1.113883.17.160,IN1,aa9968a70765a50ba84bc72c2c66378e
2.16.840.1.113883.17.160,IN1-17,f64bfc2913b39838f3cc118a987fe04a
2.16.840.1.113883.17.160,PID-10,548528c9064d68ab7b58cb334a07b9c6
2.16.840.1.113883.17.160,PID-22,dc4562f8104ab0cc8016997d8ad801b3
2.16.840.1.113883.17.160,PID-30,31ab8698d2f874c4f53adb5213067d83
2.16.840.1.113883.17.160,PID-8,c5044709dc2cf37cd2b247c31314c901
2.16.840.1.113883.17.160,PV1-10,acfaf18756d483adb154ba93c0c3598c
2.16.840.1.113883.17.160,PV1-14,b403bb685e3a4eaae663bcb3d6b0f42e
2.16.840.1.113883.17.160,PV1-18,0a0500366c8fd6bf58bb2f3a5100c709
2.16.840.1.113883.17.160,PV1-2,8e6230725faaaef5b8984ecf7fca50cf
2.16.840.1.113883.17.160,PV1-36,cc54a0cf3464838ea5f5f4eb615e40fa
2.16.840.1.113883.17.160,PV1-4,202cc10e2f48ee3aae0d8c4a1bfaeda0
2.16.840.1.113883.17.162,DG1-6,bb56f3c481b1d5a58c93f17173a77eb6
2.16.840.1.113883.17.162,IN1,aa9968a70765a50ba84bc72c2c66378e
2.16.840.1.113883.17.162,IN1-17,f64bfc2913b39838f3cc118a987fe04a
2.16.840.1.113883.17.162,PID-10,548528c9064d68ab7b58cb334a07b9c6
2.16.840.1.113883.17.162,PID-22,dc4562f8104ab0cc8016997d8ad801b3
2.16.840.1.113883.17.162,PID-30,31ab8698d2f874c4f53adb5213067d83
2.16.840.1.113883.17.162,PID-8,c5044709dc2cf37cd2b247c31314c901
2.16.840.1.113883.17.162,PV1-10,acfaf18756d483adb154ba93c0c3598c
2.16.840.1.113883.17.162,PV1-14,b403bb685e3a4eaae663bcb3d6b0f42e
2.16.840.1.113883.17.162,PV1-18,0a0500366c8fd6bf58bb2f3a5100c709
2.16.840.1.113883.17.162,PV1-2,8e6230725faaaef5b8984ecf7fca50cf
2.16.840.1.113883.17.162,PV1-36,cc54a0cf3464838ea5f5f4eb615e40fa
2.16.840.1.113883.17.162,PV1-4,202cc10e2f48ee3aae0d8c4a1bfaeda0
2.16.840.1.113883.17.3912,DG1-6,bb56f3c481b1d5a58c93f17173a77eb6
2.16.840.1.113883.17.3912,IN1,4d764d1874137f124efdfbfad16e700e
2.16.840.1.113883.17.3912,IN1-17,7f014c19ce39bf766be6c2d5cbd0e5c7
2.16.840.1.113883.17.3912,PID-10,62d0a8ec2f2e551dda1e254023c41b40
2.16.840.1.113883.17.3912,PID-22,526fb99ceced51ed5574010408077c91
2.16.840.1.113883.17.3912,PID-30,f0273320c4bbfe33f73f3b3d306e2bf0
2.16.840.1.113883.17.3912,PID-8,f76c75ac7a9c427f740a4022cf5cbea9
2.16.840.1.113883.17.3912,PV1-10,0ea765f83b92ba0107cadb790576106c
2.16.840.1.113883.17.3912,PV1-14,ed3c6ba1e3be5b7ba0744bb16d3cec4c
2.16.840.1.113883.17.3912,PV1-18,09b42e696755acef670a87c1651d55aa
2.16.840.1.113883.17.3912,PV1-2,2876dabb115479895fd5ad12eb8c5bc0
2.16.840.1.113883.17.3912,PV1-36,ffe15a1fb1ba2c6da0bdb207eb14ac41
2.16.840.1.113883.17.3912,PV1-4,b9247580adab1af4ad3561e10500dedf
2.16.840.1.113883.17.3943,DG1-6,0a464b152a79bea4957d3f2554985e07
2.16.840.1.113883.17.3943,IN1,263a06876917c955d020474e8a45d271
2.16.840.1.113883.17.3943,IN1-17,486736f08626a9d71794151ba3af6203
2.16.840.1.113883.17.3943,PID-10,2bed3a441742703db5ad46ba9df381e6
2.16.840.1.113883.17.3943,PID-22,6bfa57c9b3b91a20d1e19b8433b8d212
2.16.840.1.113883.17.3943,PID-30,988d09e291482893cb4e07a90808bcf2
2.16.840.1.113883.17.3943,PID-8,edab74e1c970de20c2ac2654e3c09866
2.16.840.1.113883.17.3943,PV1-10,5585aa582d2ebe71ffbe2384ed100506
2.16.840.1.113883.17.3943,PV1-14,9d4ab4341617be688d68c945d86546cc
2.16.840.1.113883.17.3943,PV1-18,c5dca3cb831f76b0a4b40b1b7d561af8
2.16.840.1.113883.17.3943,PV1-2,dec1139cfd685e4c35172323b887b39d
2.16.840.1.113883.17.3943,PV1-36,6b08643d60f07f28527cc1d848e45c18
2.16.840.1.113883.17.3943,PV1-4,3757763f530db95c41f98138b1b5c2fd
2.16.840.1.113883.17.3945,DG1-6,0a464b152a79bea4957d3f2554985e07
2.16.840.1.113883.17.3945,IN1,263a06876917c955d020474e8a45d271
2.16.840.1.113883.17.3945,IN1-17,486736f08626a9d71794151ba3af6203
2.16.840.1.113883.17.3945,PID-10,2bed3a441742703db5ad46ba9df381e6
2.16.840.1.113883.17.3945,PID-22,6bfa57c9b3b91a20d1e19b8433b8d212
2.16.840.1.113883.17.3945,PID-30,988d09e291482893cb4e07a90808bcf2
2.16.840.1.113883.17.3945,PID-8,edab74e1c970de20c2ac2654e3c09866
2.16.840.1.113883.17.3945,PV1-10,5585aa582d2ebe71ffbe2384ed100506
2.16.840.1.113883.17.3945,PV1-14,9d4ab4341617be688d68c945d86546cc
2.16.840.1.113883.17.3945,PV1-18,c5dca3cb831f76b0a4b40b1b7d561af8
2.16.840.1.113883.17.3945,PV1-2,dec1139cfd685e4c35172323b887b39d
2.16.840.1.113883.17.3945,PV1-36,6b08643d60f07f28527cc1d848e45c18
2.16.840.1.113883.17.3945,PV1-4,3757763f530db95c41f98138b1b5c2fd
2.16.840.1.113883.17.3948,DG1-6,0a464b152a79bea4957d3f2554985e07
2.16.840.1.113883.17.3948,IN1,99c8e8e500020b71ce17d072e3fc55c6
2.16.840.1.113883.17.3948,IN1-17,486736f08626a9d71794151ba3af6203
2.16.840.1.113883.17.3948,PID-10,2bed3a441742703db5ad46ba9df381e6
2.16.840.1.113883.17.3948,PID-22,6bfa57c9b3b91a20d1e19b8433b8d212
2.16.840.1.113883.17.3948,PID-30,988d09e291482893cb4e07a90808bcf2
2.16.840.1.113883.17.3948,PID-8,edab74e1c970de20c2ac2654e3c09866
